file_name,file_path,split,class_label,file_size_kb,width,height,channels,aspect_ratio,color_mode,file_format,mean_intensity,std_intensity,min_pixel,max_pixel,is_readable
Te-gl_1.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_1.jpg,Testing,glioma,29.591796875,354,442,3,0.8009,RGB,JPEG,66.03031929851471,60.05497776074772,0,255,True
Te-gl_10.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_10.jpg,Testing,glioma,16.1142578125,512,512,3,1.0,L,JPEG,29.126750946044922,36.335491600543875,0,254,True
Te-gl_100.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_100.jpg,Testing,glioma,16.9462890625,512,512,3,1.0,L,JPEG,26.024829864501953,31.728493405560037,0,254,True
Te-gl_101.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_101.jpg,Testing,glioma,24.7685546875,512,512,3,1.0,L,JPEG,58.57723617553711,47.680869673181945,0,255,True
Te-gl_102.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_102.jpg,Testing,glioma,24.46484375,339,406,3,0.835,RGB,JPEG,58.22630309371231,36.441254845194976,0,232,True
Te-gl_103.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_103.jpg,Testing,glioma,34.90625,541,477,3,1.1342,RGB,JPEG,61.82725909392111,42.52206693586673,1,255,True
Te-gl_104.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_104.jpg,Testing,glioma,25.7607421875,512,512,3,1.0,RGB,JPEG,41.0195198059082,45.94567470832486,0,255,True
Te-gl_105.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_105.jpg,Testing,glioma,18.3310546875,512,512,3,1.0,L,JPEG,31.280685424804688,31.543733855758227,0,252,True
Te-gl_106.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_106.jpg,Testing,glioma,11.2109375,236,236,3,1.0,RGB,JPEG,36.65392487790864,47.041809611405874,0,208,True
Te-gl_107.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_107.jpg,Testing,glioma,17.2763671875,512,512,3,1.0,L,JPEG,35.26633834838867,41.11008762846969,0,255,True
Te-gl_108.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_108.jpg,Testing,glioma,32.279296875,512,512,3,1.0,RGB,JPEG,49.34601593017578,41.40550818722284,0,255,True
Te-gl_109.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_109.jpg,Testing,glioma,12.4296875,236,236,3,1.0,RGB,JPEG,39.688110456765294,43.19902414897348,0,255,True
Te-gl_11.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_11.jpg,Testing,glioma,20.58203125,512,512,3,1.0,L,JPEG,40.70701217651367,41.95987447117197,0,255,True
Te-gl_110.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_110.jpg,Testing,glioma,19.7802734375,512,512,3,1.0,L,JPEG,45.62382125854492,49.11284111860902,0,255,True
Te-gl_111.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_111.jpg,Testing,glioma,19.65625,512,512,3,1.0,RGB,JPEG,25.823528289794922,32.976266779204416,0,255,True
Te-gl_112.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_112.jpg,Testing,glioma,27.0517578125,512,512,3,1.0,RGB,JPEG,41.034645080566406,43.94388415011096,0,255,True
Te-gl_113.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_113.jpg,Testing,glioma,23.90625,512,512,3,1.0,L,JPEG,53.99324035644531,48.25759938622192,0,252,True
Te-gl_114.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_114.jpg,Testing,glioma,22.2001953125,512,512,3,1.0,L,JPEG,43.7686653137207,43.07974487715368,0,255,True
Te-gl_115.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_115.jpg,Testing,glioma,25.71484375,338,411,3,0.8224,RGB,JPEG,69.39988338444262,59.22206884128438,0,255,True
Te-gl_116.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_116.jpg,Testing,glioma,20.490234375,512,512,3,1.0,RGB,JPEG,23.499610900878906,31.120605891509513,0,255,True
Te-gl_117.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_117.jpg,Testing,glioma,19.119140625,512,512,3,1.0,L,JPEG,32.16145706176758,37.12768038079888,0,255,True
Te-gl_118.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_118.jpg,Testing,glioma,29.9169921875,512,512,3,1.0,RGB,JPEG,39.66440963745117,39.67583173225128,0,255,True
Te-gl_119.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_119.jpg,Testing,glioma,20.439453125,512,512,3,1.0,L,JPEG,46.111305236816406,46.57389859299525,0,255,True
Te-gl_12.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_12.jpg,Testing,glioma,20.0205078125,512,512,3,1.0,RGB,JPEG,27.24454116821289,37.3870140688643,0,254,True
Te-gl_120.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_120.jpg,Testing,glioma,18.767578125,384,382,3,1.0052,RGB,JPEG,32.20561327443281,38.66032147214096,0,255,True
Te-gl_121.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_121.jpg,Testing,glioma,25.421875,512,512,3,1.0,RGB,JPEG,31.674663543701172,36.03414721022928,0,255,True
Te-gl_122.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_122.jpg,Testing,glioma,17.4833984375,512,512,3,1.0,L,JPEG,28.44662857055664,38.33211610228675,0,255,True
Te-gl_123.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_123.jpg,Testing,glioma,15.810546875,512,512,3,1.0,L,JPEG,26.901649475097656,37.277422562939755,0,255,True
Te-gl_124.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_124.jpg,Testing,glioma,19.939453125,512,512,3,1.0,L,JPEG,37.32130813598633,39.34500168737761,0,255,True
Te-gl_125.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_125.jpg,Testing,glioma,16.5966796875,512,512,3,1.0,L,JPEG,25.097774505615234,40.181621919769825,0,255,True
