file_name,file_path,split,class_label,file_size_kb,width,height,channels,aspect_ratio,color_mode,file_format,mean_intensity,std_intensity,min_pixel,max_pixel,is_readable,md5_hash,zscore_outlier,iqr_outlier,iso_forest_outlier,file_size_log,file_size_sqrt,mean_intensity_capped,std_intensity_capped,aspect_ratio_capped,file_size_kb_capped,dataset_split
Te-gl_1.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_1.jpg,Testing,glioma,29.591796875,354,442,3,0.8009,RGB,JPEG,66.03031929851471,60.05497776074772,0,255,True,5aae5fc48e326885ec0f62347fc1e522,False,True,False,3.4207318970391545,5.4398342690747485,66.03031929851471,60.05497776074772,0.8009,29.591796875,train
Te-gl_10.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_10.jpg,Testing,glioma,16.1142578125,512,512,3,1.0,L,JPEG,29.12675094604492,36.33549160054388,0,254,True,e7a0e2e8123e0e4ad59760ee9f1c15cd,False,False,False,2.8399119063033376,4.014256819449897,29.12675094604492,36.33549160054388,1.0,16.1142578125,val
Te-gl_100.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_100.jpg,Testing,glioma,16.9462890625,512,512,3,1.0,L,JPEG,26.02482986450196,31.72849340556004,0,254,True,1d28762fdc43e105d35216a05125b808,False,False,False,2.887383356095971,4.116587064851173,26.02482986450196,31.72849340556004,1.0,16.9462890625,train
Te-gl_101.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_101.jpg,Testing,glioma,24.7685546875,512,512,3,1.0,L,JPEG,58.57723617553711,47.680869673181945,0,255,True,1575bb71ad87fbf2541ebf5fddea18e4,False,False,False,3.249154938011897,4.976801652416942,58.57723617553711,47.680869673181945,1.0,24.7685546875,train
Te-gl_102.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_102.jpg,Testing,glioma,24.46484375,339,406,3,0.835,RGB,JPEG,58.22630309371231,36.441254845194976,0,232,True,a66b44e2daf158a94443a5d54a60ba02,False,True,False,3.2372988244449767,4.946194875861646,58.22630309371231,36.441254845194976,0.835,24.46484375,test
Te-gl_103.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_103.jpg,Testing,glioma,34.90625,541,477,3,1.1342,RGB,JPEG,61.82725909392111,42.52206693586673,1,255,True,cd50d3ca8b93f50d6e8f0c31f3500c70,False,True,False,3.580911375049029,5.908151149048237,61.82725909392111,42.52206693586673,1.1342,34.90625,train
Te-gl_104.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_104.jpg,Testing,glioma,25.7607421875,512,512,3,1.0,RGB,JPEG,41.0195198059082,45.94567470832486,0,255,True,b96cf0c953e1d7b25a7d0f0fbe1a7caa,False,False,False,3.286935969834315,5.075504131364687,41.0195198059082,45.94567470832486,1.0,25.7607421875,train
Te-gl_105.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_105.jpg,Testing,glioma,18.3310546875,512,512,3,1.0,L,JPEG,31.280685424804688,31.543733855758227,0,252,True,f5e0d454d46e5035f023ec65c4aa9666,False,False,False,2.961712853940778,4.2814780961135375,31.280685424804688,31.543733855758227,1.0,18.3310546875,train
Te-gl_106.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_106.jpg,Testing,glioma,11.2109375,236,236,3,1.0,RGB,JPEG,36.65392487790864,47.041809611405874,0,208,True,2905e1a353a1f5878ff4070f34f641bc,False,False,False,2.50233206650186,3.3482738089947186,36.65392487790864,47.041809611405874,1.0,11.2109375,test
Te-gl_107.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_107.jpg,Testing,glioma,17.2763671875,512,512,3,1.0,L,JPEG,35.26633834838867,41.11008762846969,0,255,True,105bd16648cef8ab25f1778ace3710fe,False,False,False,2.905608814739076,4.156484955764907,35.26633834838867,41.11008762846969,1.0,17.2763671875,train
