file_name,file_path,split,class_label,file_size_kb,width,height,channels,aspect_ratio,color_mode,file_format,mean_intensity,std_intensity,min_pixel,max_pixel,is_readable,md5_hash
Te-gl_1.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_1.jpg,Testing,glioma,29.591796875,354,442,3,0.8009,RGB,JPEG,66.03031929851471,60.05497776074772,0,255,True,5aae5fc48e326885ec0f62347fc1e522
Te-gl_10.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_10.jpg,Testing,glioma,16.1142578125,512,512,3,1.0,L,JPEG,29.12675094604492,36.33549160054388,0,254,True,e7a0e2e8123e0e4ad59760ee9f1c15cd
Te-gl_100.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_100.jpg,Testing,glioma,16.9462890625,512,512,3,1.0,L,JPEG,26.024829864501957,31.72849340556004,0,254,True,1d28762fdc43e105d35216a05125b808
Te-gl_101.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_101.jpg,Testing,glioma,24.7685546875,512,512,3,1.0,L,JPEG,58.57723617553711,47.680869673181945,0,255,True,1575bb71ad87fbf2541ebf5fddea18e4
Te-gl_102.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_102.jpg,Testing,glioma,24.46484375,339,406,3,0.835,RGB,JPEG,58.22630309371231,36.441254845194976,0,232,True,a66b44e2daf158a94443a5d54a60ba02
Te-gl_103.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_103.jpg,Testing,glioma,34.90625,541,477,3,1.1342,RGB,JPEG,61.82725909392111,42.52206693586673,1,255,True,cd50d3ca8b93f50d6e8f0c31f3500c70
Te-gl_104.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_104.jpg,Testing,glioma,25.7607421875,512,512,3,1.0,RGB,JPEG,41.0195198059082,45.94567470832486,0,255,True,b96cf0c953e1d7b25a7d0f0fbe1a7caa
Te-gl_105.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_105.jpg,Testing,glioma,18.3310546875,512,512,3,1.0,L,JPEG,31.280685424804688,31.543733855758227,0,252,True,f5e0d454d46e5035f023ec65c4aa9666
Te-gl_106.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_106.jpg,Testing,glioma,11.2109375,236,236,3,1.0,RGB,JPEG,36.65392487790864,47.041809611405874,0,208,True,2905e1a353a1f5878ff4070f34f641bc
Te-gl_107.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_107.jpg,Testing,glioma,17.2763671875,512,512,3,1.0,L,JPEG,35.26633834838867,41.11008762846969,0,255,True,105bd16648cef8ab25f1778ace3710fe
Te-gl_108.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_108.jpg,Testing,glioma,32.279296875,512,512,3,1.0,RGB,JPEG,49.34601593017578,41.40550818722284,0,255,True,7ff702d989849b8e2556399629d85149
Te-gl_109.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_109.jpg,Testing,glioma,12.4296875,236,236,3,1.0,RGB,JPEG,39.688110456765294,43.19902414897348,0,255,True,824ae9c10e72c1c5ce47b73eddb1be43
Te-gl_11.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_11.jpg,Testing,glioma,20.58203125,512,512,3,1.0,L,JPEG,40.70701217651367,41.95987447117197,0,255,True,80d536251322571bd04e47e1ce914bb9
Te-gl_110.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_110.jpg,Testing,glioma,19.7802734375,512,512,3,1.0,L,JPEG,45.62382125854492,49.11284111860902,0,255,True,daabdb4c5a01385db0fefad0380242b1
Te-gl_111.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_111.jpg,Testing,glioma,19.65625,512,512,3,1.0,RGB,JPEG,25.82352828979492,32.976266779204416,0,255,True,aee3e3efc085f8b3c085af81cf86017b
Te-gl_112.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_112.jpg,Testing,glioma,27.0517578125,512,512,3,1.0,RGB,JPEG,41.034645080566406,43.94388415011096,0,255,True,7cebf405d53382d84803f10ec52d9d32
Te-gl_113.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_113.jpg,Testing,glioma,23.90625,512,512,3,1.0,L,JPEG,53.99324035644531,48.25759938622192,0,252,True,dc4f7ce1d91bfc44208d64757caf252d
Te-gl_114.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_114.jpg,Testing,glioma,22.2001953125,512,512,3,1.0,L,JPEG,43.7686653137207,43.07974487715368,0,255,True,efc2dd3819f0b690e0193fa2af9935a0
Te-gl_115.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_115.jpg,Testing,glioma,25.71484375,338,411,3,0.8224,RGB,JPEG,69.39988338444262,59.22206884128438,0,255,True,3935b0a1ede176b36da7ea5a0b3153d1
Te-gl_116.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_116.jpg,Testing,glioma,20.490234375,512,512,3,1.0,RGB,JPEG,23.499610900878903,31.120605891509516,0,255,True,50fb07fe1a565a5d38bed45cd6486498
Te-gl_117.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_117.jpg,Testing,glioma,19.119140625,512,512,3,1.0,L,JPEG,32.16145706176758,37.12768038079888,0,255,True,6db6ecb1e1bccb4ebbddc01fb988ea7f
Te-gl_118.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_118.jpg,Testing,glioma,29.9169921875,512,512,3,1.0,RGB,JPEG,39.66440963745117,39.67583173225128,0,255,True,2c096e214669ac5f8ad4a0c3af312ab4
Te-gl_119.jpg,D:\Projects\brain-tumor-cad\data\raw\Testing\glioma\Te-gl_119.jpg,Testing,glioma,20.439453125,512,512,3,1.0,L,JPEG,46.111305236816406,46.57389859299525,0,255,True,d8ffae552ab4492ff7681bb73e3335d6
